tweet,label
เกลียดอีพวกแรดเงียบ !!!!,3
อย่าพูดว่ารักกับกู ทั้งที่ลับหลังกูอ่ะ อีกค,3
คือแบบ ถ้าอี้ฉันจะอยู่จีนถาวรก็สนับสนุนอ่ะ แม่งงงงงงงงง ไม่ต้องกลับเกาหรอกนะอี้น,3
แฟนเก่า(บางคน)อย่ามาให้เห็นหน้า อย่าเข้ามาในความฝั,3
ตีหน้าเศร้าเล่าความเท็จไปอีกกกกกกก,3
ค่อยโทรมาชาติหน้าตอนบ่ายๆน้ะจร้,3
คนที่ไม่เขยิบให้คนอื่นนั่งทั้งที่ที่ว่างข้างตัวเองเหลือเยอะมากนี่ต้องเห็นแก่ตัวขนาดไห,3
เลิกยุ่งสักที กูไม่ชอบ,3
เกลียดการโดนมองข้ามที่สุด,3
บล๊อคแม่งเลยดีไหม?? ไม่อยากรับรู้ ไม่อยากเห็น ไม่อยากคุย ตรงๆ ทุกวันนี,3
"แล้ว ""มหกรรมตื่นเช้า"" ก็กลับมาอีกครั้",3
ความรักไม่คงที ความเกลียดสิคงท,3
รำคาน คนบนรถ ว่ะ!! = ,3
ต่อหน้ายิ้มให้ ลับหลังนินทา ;,3
อยากเดินไปเบ้ปากมองบนใส่หน้า แล้วบอกว่ามึงตอแหล  ,3
กูเกลียดเด็กห้องกิ๊ฟอยุ่คนนึง มาตบกับกูปร้,3
เซ็นลาดคนเยอะสั,3
คนบ้าอะไร แม่งมึนได้ใ,3
ชาร์ตแบต(เล่นทวิต)อยู่ดีดีแมร่งยึดโทรศัพท์กูเฉยเลย !,3
มึงมันโง่เอ,3
เสล่อแร,3
อยู่คนเดียวในลิฟท์ตอนค้างระหว่างชั้น เพราะฝนตกหนักไฟเลยตก ลิฟท์หนีบแขนจนต้องใช้ยาพ่นคลายกล้ามเนื้อเกือบเดือน กูผ่านมาหมดล่,3
เรื่องนี้จริงแค่ไหนไม่รู้ แต่ถ้าเกิดเป็นเรื่องจริงเป็นใครก็ต้องเสียใจป่าววะ จะทำอะไรทำไมไม่คิดถึงใจพวกมันบ้า,3
เจอด่าน - - รถติดยาวเลยจ้,3
จะรักทำไมคนเห็นแก่ตัว..จะรักทำไมคนที่ไม่พร้อมจะฟังเรา..จะรักทำไมคนที่หลอกลอ,3
อย่าได้เจอกันอีกเลยวิชากา,3
เราโชคร้ายที่เกิดมาหวั่นไหวง่าย คุยบ่อยๆ ทักบ่อยๆก้ชอบล,3
เหอะกูไม่ชอบคนขี้ประจบ ,3
ปีนี้เหี้ยจั,3
คราวหลังจะได้ไม่ต้องจริงจังกับงานกิจกรรมมหาลัยอีก!!! ถ้าองค์การเท อานนท์ก็ควรเทงานต่อไ,3
หลายครั้งแล้ว กับการบอกพอแนวข้อสอบแต่ล่ะวิชาคนอื่นไป พอถึงเวลาถามคนอื่นบ้าง กลับไม่มีใครยอมบอกมหรือบอกแค่ 2/5 อ่ะ จะกั๊กไว้เพื่อ ?,3
กริยาก็ต่ำนะ เอาจริงๆ แต่ชอบทำเชิดหน้าชูค,3
อยากเอาน้ำสาด แล้วเอาพัดมาพัดๆๆๆๆ ให้มึงหนาวจนเป็นหวัดเลยค่,3
ถ้ากูไม่ได้ มึงก๊ไม่ต้องหวัง !,3
หน้าร้อนทีไรสิวหน้าอกกูกลับมาอีกล่,3
มีความสุขมากเลยสินะ เหอ,3
ชั้นเกลียดคุณค่ะ จบน,3
ในเมื่อเูธอรู้ว่าฉันไม่ชอบเลย ได้มั้ย ที่รักคราวนี้ฉันขอเลย ถ้างั้นเธอช่วยเกลียดเค้าให้เหมือนกับฉันได้มั้ย...เธอ..,3
ยอมเสียเงินให้กับทุกอย่างได้ ....ยกเว้น.... ค่าธรรมเนียม,3
เกลียดเวลาแบบ กูตอบดีๆแล้วอยู่ๆลอกว่า เรื่องของมึงอ่ะ เป็นโมเม้นที่เหี้ยมา,3
ถ้าจะเข้ามาเพราะ  ก้ออย่ามาเล,3
แย่งกูเปลี่ยนช่องจังนน,3
ไม่สนิทอย่าขึ้นหน้,3
เจ้กัลลลลลลลล,3
มองออกไปนอกระเบียง..ฝนตก หยิบร่มออกมา เดินออกมาหน้าหอ..ไม่มีฝ,3
พวกก่อการร้ายคือเลวโดยสันดาน หน้าตัวเมีย แค่เอาศาสนามาอ้างบังหน้า ศาสนาทุกศาสนาไม่เคยสอนให้ใครไปทำร้ายคนอื่,3
ไม่เหลือเเล้วโว้ยความไว้ใจ.     ทำไมกลายเป็นความผิดกูเฉย=..=. ,3
เข้มแข็งกลางวัน อ่อนแอกลางคื,3
ทำไมต้องมโนหนักขนาดนั้น.,3
คนเรานะหน้าไม่ดีแล้ว จิตใจยังเลวทรา,3
เกลียดความรู้สึกแบบนี้วะ ที่รู้ว่าต้องอกหักตั้งแต่เริ่มชอบ รู้ว่าต่อให้ชอบเค้ามากแค่ไหน ทุ่มเทไปมากเท่าไหร่  มันก้อไม่มีทางสมหวั,3
ไม่เติมโปรบีเพื่อจะห่างกับคนอื่น..พอมึงเติมคนคุยเยอ,3
เคยมั้ย...เกลียดคนคนนึงเอามากๆถึงมากที่สุด ถึงมันจะทำดีแค่ไหนมันก็แค่การใส่หน้ากาก..สุดท้ายแม้งก็เอาสันดารเลวระยำมาใช้อยู่ดี..อีสั,3
ไม่ชอบ อัธยาศัยดีเกิ๊นนนนนนนน ,3
คนบางคนผ่านมาแค่ผ่านไ,3
กูเกลียดหน้าฝน เกลียดความเดียวดาย เกลียดความคิด เกลียดการอยู่คนเดียวไม่ได้ เกลียดความคิดถึง เกลียดการรอคอย,3
รู้ตัวหน่อยนะ ไม่มีใครเค้าชอบคนเห็นแก่ตัวอย่างมึงเท่าไรหรอกนะ!,3
เกลียด คน โกหก มา,3
คนอะไรทำไมเห็นแก่ตัวจั,3
โยชิ คือบุคคลที่ทำให้คนมองเพศที่ 3 แย่ล,3
เกลียดดดดดดดด แม่งถ้ามึงทำแบบนี้มึงไปเอาผ้าถุงมานาใส่เหอะ มึงเอาตัวเองให้รอดก่อนเถอะ ควายยยยยย มีไรคุยกันตรงๆดิ อิขี้ฟ้อ,3
จะเทก็เทซะทีเหอะดวก!!!!!!กูเห็นมึงพิมคำนี้มาร้อยทวิตได้ละมั้,3
ดูหน้าตอแหลๆของมันด,3
ชื่นชมบูชาในสิ่งที่ไม่มีตัวตน แต่กลับเบียดเบียนสัตว์ร่วมโลก ชาตินี้ชีวิตคุณไม่เจริญหรอกค่,3
"เกลียดอะ ""การบอกเลิกคือประโยคบอกเล่า ไม่ใช่ประโยคคำถาม",3
ใครส่งสติกเกอร์ค่านิยม 12 ประการมากูด่าอ,3
ทำไมกูต้องมาทนกับมึงด้วยเนี่ย มึงนี่ตัวถ่วงชีวิตกูจริงๆ -------------------> อีห่าคณิตศาสตร์ อ่ออออยังมีอีกตัว อีห่าเคมีนี่เอง -_,3
เกลียดความเหงา เกลียดความเพ้อเจ้,3
ยังปากหมาเหมือนเดิมเลยนะคะ บางทีก็แอบสงสารคิ..เค้านะ มีผัวครองแชมป์ผชปากหมาไปอี,3
สตอเบอรี่หนักขนาดน้านนนนนนน,3
ไม่ชอบหน้ามันเลย อยากเตะมันโคต,3
555555555555555555555555555555555555555555555555555555555555555555,3
ฝันอิกแระ กุไม่เข้าใจทำไมต้องมั,3
นี่เกลียดมากเลย เจอรองเท้าที่ชอบ แต่ไม่มีไซส์  ยิ่งไม่ใช่คนที่จะชอบรองเท้าไปทั่วอยู่ด้วย  เสียจายยยยยย,3
ข้าไม่เข้าใจคนพวกนั้น มีเหตุผลอะไรที่ต้องให้ข้าทำ เบื่อมากคิดว่าข้าว่างสิน,3
เลิกตอแหลเหอะ กูเอียนว่,3
เศษสวะตัวไหน หรือกลุ่มไหน ที่สร้างสถานการณ์ เอาชีวิตคนบริสุทธิ์มาสังเวยเป็นว่าเล่น ขอให้ครอบครัวโคตรเหง้าศักราชของมึงฉิบหาย ไม่ตายด,3
ศุลกากรนี่จ้องจะแดกตลอ,3
นอนคว่ำหน้าดูการ์ตูนไง แล้วเมนส์ก็ไหลไง อีสัสเปื้อนเลยไหมล่,3
ต่อไปมีไรจะพูดตรงๆบ้าง อย่าถือกูก้แล้วกั,3
ไหนบอกจะอ่านหนังวือ ยี่นอนตั้งแต่สอบเสดยันตอนนี้....พึ่งตื่นมาก็เล่นโทสับ///ตีมือตัวเอ,3
พรุ่งนี้ไม่อยากไปร.ร. ไปเจอครูที่น่ารังเกียจ ครูที่ไม่เคยสอน ครูที่คอยด่าและดูถูก ครูที่ไม่เคยสนใจใครนอกจากตัวเอง ครูที่ตีสองหน้,3
13นี้ นี่ต้องดิ่งจาก ศาลายา ไป ดอนเมืองจ่ะ .... งานวางแผนล่วงหน้าต้องมา จะไม่โทษม๊อบนะ 55555 แต่ถ้าเจอม๊อบแดง คือ เบะปา,3
เกลียดตัวเอง..ที่ร้องไห้เพราะประโยคเดียว ของอิครูตอแหลนั่,3
มารชีวิ,3
พี่เห..เลยว่ะ ไม่อยากได้ไอเห..นี่เปนพี่เล,3
เกลียดการต้องเข้าโซเขียลมาทำอะไรซักอย่าง แล้วเสือกเล่นเพลินจนลืมว่าจะเข้ามาทำอะไร จนปิดแอพแล้วถึงนึกได้ว่าไม่ได้เข้ามาเล่,3
เน็ตหอแม่ง...,3
วันนี้มันวันอะไรห้ะ? กูเซ็ง กูเบื่อ อยากลาโลกไปเลย ห่านี่ !,3
อีบ้าผู้ชาย อีหลงตัวเอ,3
ปล่อยๆมันไป เดี๋ยวมันก็คงคิดได้เองว่าอะไรเป็นอะไ,3
นั้นนะสิ 55,3
ฝนจะตกก็ตกไป จะฟ้าร้องทำไมมมม,3
ทำไมความรู้สึกกูอยู่ดีๆเกลียดมึงอ่ะ ?? ,3
อิน้องเวร !,3
เบื่อตอนที่คิดได้ว่าตัวเองกำลังคิดอะไรอยู,3
ไม่ใช่เรื่องนิ สนไมล๊ะ?! เหอะ,3
ฝนตกก,3
เอ็นดูในความเล่นเวฟ ดูเด๋อด๋าแต่ก็มั่นหน้าของนางจริงๆ รักสุดคือช็อตคงต้องไปเกิดมหท่อาฮะถ้าจะให้หน้าเหมือนผ,3
มึงคือกูหงุดหงิด รูปน้องยอลสองนิ้ว หน้าตาแอ๊บแป๊วยังกะเด็กผุ้หญิงเเล้วมึงบอกว่าพี่ชานโคตรเเมน เดี๋ยวๆ ตาบอดหรือใส่เเว่นด,3
แน่จริงมึงก็ฟอลอย่ามาส่องละเอาไปด่าลับหลั,3
คุณคิดว่าคุณเป็นใครห๊ะ!!! มาบอกว่าเป็นภาษาราชกา,3
"ดีแต่ให้ร้ายคนอื่น ความดีมีแต่ตัวเอง!!  แบบนี้ก็ไม่ไหวนะคะคุณขา><""",3
เป็นไงบ้างสบายดีไหมม? เป็นคำถามที่กูจี๊ดดดมา,3
ต่อหน้าอีกอย่างลับหลังอีกอย่าง,3
เมื่อคืนฝันถึงป้าโบท็อ,3
ไม่ร้องไม่ใช่ไม่รู้สึก แค่รู้สึกแต่น้ำตาไม่ไหลแล้วไ,3
ตอนแรกก็ชอบสวนรถไฟนะแต่เริ่มจะเกลียดและอีเหี้ยคนที่กูชอบก็ไปเดทกับแฟนที่นั่นอดีตที่กูเคยชอบก็ไปเดทกับแฟนที่นั่นเช่นกัน,3
เอารถไปเปลี่ยนน้ำมันเครื่อง มีบริการล้างรถให้ฟรี ล้างเสร็จปุ๊ป...ฝนกระหน่ำเทลงมาอย่างกับฟ้ารั่ว!!,3
ฉันป่าวขอนะแฟนคุณชวนฉันเองนะจะมาโวยวายไม่ได้นะจะมางี่เง่าไม่ได้น,3
แดกไม่หยุดจริงๆ ว่างแดก ว่างแดก ไม่แปลกใจทำไมอ้วน อ้วนสวยไม่ว่าเลย นี่อ้วนอุบา,3
อิเอ๋อออออออ,3
ไม่แตะให้เป็นเสนียดหรอ,3
ทำไมพูดมากจังเรื่องชาวบ้าน ขยันเสือกจิงๆนะมึ,3
รู้งี้ฝากน้องซื้อบัตรก้ดี แม่งเสือกตรงกะวันสอ,3
อย่าหวังจะได้เงินจากฉัน ถ้าแพทนั้นยังไม่ม,3
กากบาท ผมนี่เทเลยครั,3
รำคาญข้างห้องมาก เสียงดัง น่ามคาญ นึกอยู่ในถ้ำหร,3
อ่าจะไม่ฟอลแบคใช่มั้ยผมจะได้อันฟอล แล้วมาบอกให้ฟอลทำไมครั,3
กมรส,3
กูเผลออันฟอลใครป่าววะ ยอดฟอลมันน้อยล,4
พร้อมกับการเปิดเทอม แต่ไม่พร้อมกับการเจอเกร,4
นี้ฝนเธอจะตกก็ตกธรรมดาได้ไหมจะตกแบบลมแรงฟ้าร้องเสียงดังฟ้าแลบแป้รบๆทำไ,4
ความกลัวทำให้เป็นคนระแวดระวั,4
จะไม่สัญญากับใคร!,4
หากวันนั้น ฉันนั่งแถวหน้าแบบนั้น แล้วจงอินมาเปิดเสื้อแบบนั้น..,4
จิตตก,4
คุยกันแบบนี้ทุกวัน แล้วถ้าวันนึงกูรู้สึกมากขึ้น กูจะทำไงดีว่ะ ,4
มาริจังมาแล้,4
กูควรจะเลิกเพื่อเพื่อนดีไหม แล้วให้กูเสียใจและเสียใครไปแท,4
กี่เพ้านี้มีความลับใช่ไหม.. *กดเปลี่ยนช่อง,4
ไหวตอนเดินห้าง(เซนทรัล) / ไหว จุดศูนย์กลางที่ภูเก็ตแรงสุด เพราะเป็นการไหวบนพื้นดิน แรงมากจริงๆ เสียงดังด้วย คิดแล้วใจยังสั่นๆ ;_,4
ฝรั่งพูดซอรี่อย่างห้วนห้ว,4
ถอนฟันไม่เจ็บ จริงๆนะ 55555555,4
ผู้ชายผมยาวหยิด หน้าขาว ปากแดงคืออะไรรร,4
ไงล่ะ ฝันเห็นผีทั้งคืน หลอนมา,4
รื้นมาหลอนเต็มเบ,4
เราไม่เคย หายจากกันไปไห,4
พรุ่งนี้เกรดออกแล้วววววว,4
แต่ที่รู้ๆ พรุ่งนี้วันชี้ชะตาของหนูล่ะค่ะ จะอยู่วิทย์คอมต่อดี หรือจะไปตามทางใหม่ๆ 555,4
มีสิ่งไหนที่ทำให้ฉันมั่นใจว่าเธอจะเลือกฉั,4
ไม่รู้สึก ไม่ชอบ อย่ามาอ่อ,4
คนรู้จักเริ่มกลายเป็นคู่จิ้นไปทีละคู่,4
เอาจริงๆปะเทรนหน้าขาวคอดำนี่ชักทำให้หลอนละ ถึงจะเป็นศลป.ที่ปลื้มก็เหอะ 555,4
คนในข้อความของเธอนั้น เป็นฉันรึเปล่า ขอให้เป็นฉันได้ไห,4
อิบร้าาาาาานี่กุควรนอนต่ออีกรอบไหมว่ะเนี่ยยยยยบร้าบอมากกกกตื่นมาทำบร้าบออารายยยตอนนี้หมาอันหอนอ่าาาา,4
ต้องมีชยาวอลดราม่าแน่นอน พวกแยกแยะไม่ออกอันไหนงานอันไหนความเป็นจริง ป่วนคีย์ในไอจีไรงี,4
น่ากลัวจุง  ไม่ดูแล้ว,4
เดี๋ยวเปลี่ยนชื่อกลับ ห้ามดราม่า 5555555555,4
อีสัส เพื่อนโทรมาตอนตี2 เเล้วไม่พูดห่าไรเลย ดอกส์,4
เริ่มไม่อยากดูละครรักคุณเท่าฟ้าแล้วส,4
อาบน้ำล่ะนะ.ผีชมพูม,4
ผมคงไม่ลิมิตแต่เช้านะ -..,4
เอาจริงว่าช่วงนี้ถ้าเจอเพื่อนก็จะพยายามถามว่าไปทำงานแล้วต้องทำอะไรบ้าง ได้ทำอะไรบ้าง ใช้โปรแกรมอะไรบ้าง เหงามั้ย มีคนคุยด้วยมั้,4
ไม่อยากให้ชานยอลไปเลยอ่,4
ฉันผ่านความกลัวของตัวเองไปได้ แค่เดินผ่านแม้ใจจะกลัวแค่ไหน...,4
ขี่รถก็ร้อง ถึงบ้านก็ยังร้อ,4
ไปนอนแล้วนะ ฝันหวา,4
เค้าจะลืม สัญญานั้นรึเปล่าว,4
เปิดเทอมวันแรกเขาจะตรวจผมป้าวว้า  -_-,4
ดูคนอวดหมีคนเดียว เข้าถึงอารมณ์มา,4
คะ กูเก่งแค่ในแชท ตัวจริงนิกูไม่กล้าเลยย,4
บางครั้งก็อธิบายเป็นคำพูดไม่ได้ แค่อยากบอกว่า,4
ฉันยังหลอกตัวเองอยู่ว่าตอนนี้ ฉันไม่เปนไ,4
โคตรเสียวติดลิมิตอ่ามึงง,4
ขอบคุณที่ทำให้เราไม่เคยชอบใครอีกเล,4
ชิพหาย ต้นผ้าป่ายังไม่เสร็จแต่กลับอ่ะดีแล้,4
จะโดนหางเลขมั้ยวะ ..,4
จะเริ่มคุยยังไงดี,4
กูเป็นโรคกลัวเตียงกับรถเข็นโรงบาลหว่ะเวลาเห็นแล้วใจสั่นและไม่กล้ากินอะไรในโรงบาลแม้กระทั่งน้,4
เวลามีคนมาเรียกว่า พรรณผกา จะรู้สึกถึงพลังงานบางอย่างมา,4
จะต้องทำยังไง เลิกเล่นฮอนยังไง ตื่นมาไม่ทำอะไร ตีดอททั้งวันทั้งคืน นอนวันละสองชั่วโมง ไม่กินไม่เอาไม่อาบน้ำ เพียงคิด ... น้ำตาก็ไห,4
"ถึงตอนนี้เราจะมั่นใจในสิ่งที่เลือก แต่ถ้าวันหนึ่ง ""เรา"" เจอเหตุการณ์อะไรก็ตาม ต่างคนต่างจะคิดว่า ""เลือกผิด"" รึป่าว  ",4
ทร-313,4
เฮอะ!! วันนี้ดูแต่หนังผีทั้งวัน  เหนื่อยกับการหลบมุมหว่ะ  --*,4
จะจีบกูเลิกเป็นผู้ชายก่อนดิพี,4
ทุกคนต่างก็รู้ว่าจุดจบของอ๊กจองเป็นอย่าไ,4
มันดีหรือมันมีอะไรผิดปกติวะเนี่,4
ชอบช่างทำผมคนนี้ว่ะ ท่าทางแม่งดูดี แต่จะตัดดีป่าวว่ะ -0,4
วันก่อนตาขวากระตุกทั้งวัน พอตกค่ำโดนบอกเลิก เมื่อกี้ตาขวากระตุกกูจะโดนอะำไรว่,4
"สะดุ้งตื่นไลน์ไปบอกพ่อ พ่อบอกว่า""ทำบุญบ้างสิช่วงนี้ไม่ค่อยได้ทำไม่ใช่เหรอ",4
ตัวแม่งโคตรใหญ่ กูอยู่บ้านคนเดียวววว แม่งงูเสือกจากไหนก็ไม่รู,4
ต้องรีบอ่านฟิคสินะ ฟิคที่เฟบไว้ก็เดี๋ยวค่อยอ่าน วันนี้ต้องลงรูป ฮือออ,4
กูนี่จะไปไหนแต่ละทีไม่ใช่เรื่องง่ายเลยนะต้องซ้อมขอพ่อก่อนทุกท,4
ไม่ชอบเสียงสวดมนต์แบบนี้อ,4
ถ้าฉันบอกไปเธอจะปฎิเสธฉันหรือป่า,4
งู.. กูอยากจะบ้า ห่างแค่คือหน้าก,4
ทำจมูกมาซะกูไม่กล้ามองหน้าเล,4
จำเป็นมั้ยที่กูจะต้องมาเจออะไรที่แย่ๆแบบนี้ ในเวลาใกล้กันขนาดนี้ ,4
นึกถึงโพสต์คุณดิวเลย 555มีความสามีภรรยา ป๋าใส่ชุดนี้มาคุมใช่มั้ยค,4
.. ผีมา ตูส์ไปล,4
งานเข้าแล้ว รุจีกับคุณนนท์โดนจับตัว ไปที่ไหนล่ะเนี่,4
ไอเหี้ย ~ ถ้ามึงจะตกได้น่ากลัวขนาดนี้  !!,4
บริจาคเลือดนี่เจ็บมากป่าวว,4
คนอวดผี,4
พรุ่งนี้เกรดจะเป็นไง...,4
เพิ่งตื่น หลังจากเมื่อคืนไม่ได้นอน,4
พยายามหลีกเลี่ยงให้ได้มากที่สุด อย่าให้ได้เป็นแบบนั้นเล,4
ก็เป็นเพราะกลัวไม่เป็นเหมือนวันก่อน. กลัวไม่เป็นอย่างใจหวัง :,4
ข้างห้องสวดอะไรอะะะะะะะ,4
ดึก ๆ ไซนาสคึกจัดเหรอครับ......,4
หลีกเลี่ยงการเจอหน้า,4
เธอจะมีใจรึป่าว เธอเคยมองมาที่ฉันรึป่าว ที่เราเป็นอยู่นั้นคืออะไร เธอจะมีใจรึป่าว มันคือความจริงที่ฉันอยากรู้ติดอยู่ในใจ แต่ไม่อยากถา,4
กูไม่กล้าคุยว้ะ มันไม่ใช่สไตล์ก,4
อีก 15 นาที วันจันทร์มาจะแล้ววว !!,4
เยดหนังสือด้วยอ่,4
แกรรรรรรรรร ใครรีจิ้งจกมา  โอ้ยยยยยยยยยย อหหหหหห ตามมายังทวิต  ,4
"ยังคงเป็นคนที่อยู่ด้วยความ ""กลัว"" และยังคงป้องกันตัว ด้วยความรู้สึกนี้ ",4
ทำไม... ผีญี่ปุ่นต้องเอาผมมาปิดหน้า,4
ครูสมบุญเอาแหมแล้ววว,4
ฝนจะตกก็ตก ฟ้าอย่ามา ...,4
เริ่มสัมผัสได้ถึงพลังของคนมีเมนส,4
บ้านผมฟ้าโคตรแรงเลยล่ะครั,4
ฝนตกแรงมาก ฟ้าผ่าเเรงมา,4
คำบางคำ ที่ฉันยังกลัว จะทำให้เธอต้องจากฉันไป  ,4
แล้วคืนก่อนเป็นคืนที่ 3 หมาหอนเกรียวปกติหมานี่เป็นใบ้มากนะซอยนี้  แล้วเมื่อคืนตี 1 ได้ยินเสียง ผช.ร้องดังมากดังมาจากคอนโดที่เกิดเหต,4
เเม่เปิดดเรื่องผีช่องไหนเนี่ยเสียงดังจั,4
กินเยอะผิดปกตินะ ..,4
วันนี้เล่นเร็วนะ... หรือจะมีเซอร์ไพส์อะไรตอนท้าย.,4
นี่ๆๆๆๆ ไปเอาความคิดแบบนี้มาจากไห,4
ถ้าอยู่ในโลกนี้โดยที่ไม่มีคนที่เรารัก เหมือนอยู่ในที่กว้างๆ แล้วต้องเดินคนเดีย,4
พี่คะ  อย่าถึงเนื้อถึงตัวนู๋มากได้ไหมคะ โตแล้ว เดินเองได้ ข้ามถนนเองได้ ไม่ต้องคล้องแขนจับมือได้ไหม  ,4
คนรีน้องก็น้อย เรียกแทบว่าไม่ถึงสิบแล้วกูรีมาน้องเห็นกูเอารูปน่องมาลงเป็นเบือ น้องไม่กลัวกูเหรอว่,4
อธิบายความรู้สึกตอนนี้ไม่ถูกเลย วันไหน เมื่อไหร่ ไม่รู,4
รักเราจะเป็นยังไง?,4
กลัวเหี้ยๆ กับคำว่า 'ตาย,4
รอดตายไปอีกหนึ่งคืน ไม่ชอบแบบนี้เล,4
ก็รู้ว่าทุกๆครั้งมันไม่มีทางเป็นไปได้...เลยไม่กล้าจะรู้สึ,4
พน.ประกาศหัวเฉียวแล้วววว,4
ฉันเองก็กลัวอดีตจะกลับมาทำร้ายฉันอีกครั้,4
ใครจะประกาศอะไรมั้ย....,4
ฐิติศักดิ์ชอบทำตาขวางใส,4
ตอนเดินกลับ  กะจะเดินผ่านศาลาวีรชน  พอเฟิร์สทักเท่านั้นแหละ  เดินอย่างไวเปลี่ยนเส้นทา,4
ไม่รู้เป็นเพราะนอนทับแขนตัวเองป่าวนะ ตื่นมาแขนข้างขวาจะชาเหมือนเหน็บกินไล่ไปถึงนิ้วกลาง-นาง ทรมานมากอะ เป็นมาหลายครั้งล,4
เพราะว่าใจ..,4
พน.สอบยูโด,4
อารมณ์คนเวลาโมโหนี่น่ากัวมากๆ ทางที่ดีจะไม่สร้างปัญหาให้ใครเลยจะเป็นการดีกับเราสิน,4
จะมีรึเปล่,4
สุวรรณมัจฉาค่ะ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4
น็อตโตะ. อีกแล้ววววว,4
นี่ก็ไม่ค่อยรู้จักกันเท่าไรนะ แต่ทำไมมาติดว้าวเราทุกอันเ,4
ทำไมไม่พูดออกมากับความรู้สึกลึกในใจ,4
รีทวิตเรื่องผีไป กูก็ไม่อ่า,4
เมื่อเช้าหลวงพี่มาปลุก เล่นจ้องเข้ามาสะติดกระจกเลย ดีนะไม่ร้องเเหกปาก นึกว่าผ,4
นั่งอ่านบ่วง ประเด็นคือมันเป็นหนังผีและมีรูปผีประดับอยู่ - - แต่งหน้าเหมือนไปน,4
วันนี้เลิกเรียนกลับบ้านเร็วผิดปกต,5
เห้นพี่ชายออนแล้วตื่นเต้นเล,5
"ไม่ว่าจะทวิตอะไรดีไม่ดี ใครพอใจไม่พอใจ แต่โปรดเข้าใจว่าวินาทีที่เราพิมพ์และกดทวิต ""มันคือความสุขของเรา",5
จากที่เคยหาได้ง่ายๆ ก็กลายเป็นเรื่องยา,5
เจอดินสออันเป้นที่รักแล้,5
เหยดดดด กูเริ่มอ่าน-แปลภาษาญี่ปุ่นออกแล้วถึงจะได้เป็นบางคำก็เหอ,5
มีคนทวงคอเมะด้ว,5
เย้ๆๆๆๆ ได้แล้วววววววว 720 บาทเอ,5
ไม่อยากจะเชื่อตัวเองเลยว่าจะทำข้อสอบกม.ที่ดินได้หมดทุกข้,5
วันนี้หนูขออ่านฟิกยันเช้าเถอะะ,5
การมีความสุขง่ายๆคือการที่เรารู้ตัวว่าตอนนี้เรากำลังสุขอยู,5
^_________________^  ขออนุญาตหน้าบานนิดนึ,5
ได้เพลงใหม่อีกแล้,5
ไม่รู้จะบอกยังไงดี พฤหัสนี้จะไปรับรถแล้วนะค่,5
พอได้ใช้คอมห้องสมุดเล่นดาบนะ... คอมอื่นคือกากไปเลยอ่ะ อยากสิงอยู่นั่นทั้งวัน คอมดี เนตแรง คนน้อย อะไรก็ไม่ค้า,5
หยุดงาน 3 วัน : เที่ยวช๊อปซะ 2 วันเต็มๆ อิก 1วันเต็มๆ ก็นอน นอน แบบไม่ต้องทำมาหากิน ฮ่า ๆ พักผ่อนนนนนนนน...,5
ความโกรธก็เป็นความรู้สึกหนึ่งที่เกิดขึ้นเพราะความรัก,5
เรียนอีกแล้ว เด่วกลับมาดู ผช ต่อ 55,5
เครื่องจะเข้าเขตประเทศไทยแล้วววววว!!!!!,5
คนจะเยอะไปไห,5
กรี๊ดดดดดด มีคนเม้าท์พี่ไมเคิลกับกุแล้วโว้ยยย,5
หลายคนที่มาทำเนียบวันนี้ เหมือนมางานวันเด็ก แล้ววิ่งถ่ายรูปกับพี่อุลตร้าแมน อะไรอย่างนั้น เมื่อวานกลับวันนี้ ช่างต่างกันจริง,5
มันใกล้จะถึงฤดูกาลของโฮของใช่มั้ยย,5
ทคคได้ออกทีวีไทยอยู่ประมาณ3วิ....,5
ฝนจะตกแล้วเจ้าข้าเอ๊ยยยย,5
แต่ทำได้ด้วยอ่าาาา,5
อยู่กับฉันนานๆ นะ,5
เริ่มดูพวกรายการเกาหลีที่ต้องอ่านซับ กูก็เริ่มมีสกิลดี ๆ ติดตัวละ คือขนาดดูพี่เอกแคสวอกกิ้งเดดเปิดซับอังกฤษกูยังอ่านแล้วก็แปลตา,5
เมื่อกี๊น้องลูกค้าชมส้มตำอีกแล้ว นี่ปลื้มปริ่มนะ,5
มีคนเคยบอกว่า ถ้าทุกข์ใจให้มองอดีต ถ้าท้อใจให้มองอนาคต  มองอดีตเตือนตัวเองว่าครั้งนึงเคยสุข มองอนคตเผื่อผลักตัวเองให้ลุกยืนขึ้น,5
อ้าว!! เมื่อคืนทีมรักชน,5
กูผ่านกดหมายแล้วโว้ยยยยยยยยยยยย,5
นอน..อีกครึ่งทางก็จะถึงบ้านแล้ว!!,5
หลุดลิมิตแล้วโว้ยยยยย,5
กุพับดาวเป็นแย้ว -3,5
อะไรที่เป็นยุนแจนี่มโนว่าจริงหม,5
มีความสุขอีกแล้ว อยู่ด้วยกันไปตลอดเลยได้มั๊,5
อีก 1 เดือนเท่านั้น!!! (,5
อีกหนึ่งอาทิตย์ก็จะได้กลับเชียงใหม่แล้วววววววว ><,5
ได้เวลาเสียเงินยกใหญ่ เ,5
เล่นว่าว แล้วเข้านอนดีกว่,5
โอ้ยยยยเขินสัสสสส,5
